binning,run_number,source_period,target,beam_type,group,energy_low_gev,energy_high_gev,pol1,brem,pol2,pol1_net,pol2_net,total_net,status
ajaka_cross_section,1332,1998_uv,P,UV,P_UV,1.4266666666666667,1.4633333333333334,110708225.0,10288.8,124626188.0,110697936.2,124615899.2,235313835.4,valid
ajaka_cross_section,1332,1998_uv,P,UV,P_UV,1.4633333333333334,1.5,85092334.5,12786.648,87807748.0,85079547.852,87794961.352,172874509.204,valid
ajaka_cross_section,1333,1998_uv,P,UV,P_UV,0.95,0.9866666666666666,64003864.0,20218.367,67026526.0,63983645.633,67006307.633,130989953.266,valid
ajaka_cross_section,1333,1998_uv,P,UV,P_UV,0.9866666666666666,1.0233333333333332,55092399.0,17540.207,62180045.0,55074858.793,62162504.793,117237363.586,valid
ajaka_cross_section,1333,1998_uv,P,UV,P_UV,1.0233333333333332,1.06,67096231.0,16947.857,71213182.0,67079283.143,71196234.143,138275517.286,valid
ajaka_cross_section,1333,1998_uv,P,UV,P_UV,1.06,1.0966666666666667,68836000.0,16518.988,64397442.0,68819481.012,64380923.012,133200404.02399999,valid
ajaka_cross_section,1333,1998_uv,P,UV,P_UV,1.0966666666666667,1.1333333333333333,82633338.0,15541.867000000002,82171663.0,82617796.133,82156121.133,164773917.266,valid
ajaka_cross_section,1333,1998_uv,P,UV,P_UV,1.1333333333333333,1.17,85094340.0,15630.761,87914425.0,85078709.239,87898794.239,172977503.478,valid
ajaka_cross_section,1333,1998_uv,P,UV,P_UV,1.17,1.2066666666666666,95818430.0,16058.039999999999,83943511.0,95802371.96,83927452.96,179729824.92,valid
ajaka_cross_section,1333,1998_uv,P,UV,P_UV,1.2066666666666666,1.2433333333333332,84799994.0,17431.260000000002,98354916.0,84782562.74,98337484.74,183120047.48,valid
ajaka_cross_section,1333,1998_uv,P,UV,P_UV,1.2433333333333332,1.28,93269956.0,15330.988,95675500.0,93254625.012,95660169.012,188914794.024,valid
ajaka_cross_section,1333,1998_uv,P,UV,P_UV,1.28,1.3166666666666667,142642730.0,16930.904,124828194.0,142625799.096,124811263.096,267437062.19199997,valid
ajaka_cross_section,1333,1998_uv,P,UV,P_UV,1.3166666666666667,1.3533333333333333,111213724.0,12135.832,105217538.0,111201588.168,105205402.168,216406990.336,valid
ajaka_cross_section,1333,1998_uv,P,UV,P_UV,1.3533333333333333,1.3900000000000001,116516572.0,12089.472000000002,123284794.0,116504482.528,123272704.528,239777187.056,valid
